Epoch,PRN,PR_Residual
121,2,58.40096100776063
121,5,44.37837321435826
121,6,60.84869659817751
121,12,56.77757840613983
121,19,55.81714153513865
121,24,45.50546781215266
121,25,57.70298586656947
121,29,51.566610130166644
122,2,52.35160809839138
122,5,39.60430568389309
122,6,55.72867932515877
122,12,51.74263609629423
122,19,52.44740765636351
122,24,39.383643781137906
122,25,56.99254802459769
122,29,47.54802262233116
123,2,37.33972859722694
123,5,26.13412451344675
123,6,36.977308125124225
123,12,35.28760091317861
123,19,34.5681003512765
123,24,22.008555028005315
123,25,35.661153054096374
123,29,26.42457770507145
124,2,113.40171640378841
124,5,100.76207213912497
124,6,116.33019356621392
124,12,112.11318149852687
124,19,111.69276617406601
124,24,99.19952077183858
124,25,114.66602698580323
124,29,105.99924261328049
125,2,97.09440235938038
125,5,84.28157494606756
125,6,100.26546079885655
125,12,96.60846390744284
125,19,95.1301758578545
125,24,82.08887309448625
125,25,99.094356862664
125,29,89.50173831983152
126,2,60.20915727450892
126,5,47.86213407692821
126,6,62.04097698176815
126,12,60.594101868180566
126,19,57.52083972498937
126,24,43.13826706309512
126,25,59.383715597963786
126,29,47.47259101654441
127,2,75.63138310660739
127,5,62.16919596789998
127,6,77.02604146845607
127,12,75.4193128117609
127,19,72.2854330677364
127,24,59.82265294580881
127,25,74.85949233625706
127,29,63.99641765869637
128,2,53.877302565729714
128,5,40.03014258831301
128,6,54.11405320582316
128,12,53.48337554447343
128,19,50.03691344127084
128,24,36.035916120710944
128,25,53.945384246962305
128,29,42.59998551408383
129,2,53.18532795163217
129,5,39.15469014129572
129,6,53.65351803615711
129,12,52.55089267995701
129,19,49.25325083085452
129,24,36.359655443357234
129,25,52.72915994291358
129,29,41.88747282655132
130,2,35.11330184661969
130,5,25.307330595994287
130,6,35.089413524194796
130,12,34.35900853465656
130,19,32.90838294070662
130,24,19.659306774624795
130,25,33.94535125796484
130,29,26.370235559452357
131,2,39.82007828830999
131,5,29.727697527766175
131,6,39.93958020334609
131,12,38.76140968639067
131,19,36.232540595809326
131,24,24.79514420435717
131,25,40.52100619217587
131,29,29.531796572539225
132,2,51.834228283170916
132,5,38.85828404209297
132,6,51.74017643307803
132,12,50.51567933426994
132,19,48.38089913702835
132,24,37.15658353060787
132,25,52.384068247816614
132,29,42.43640657827269
133,2,9.673191390016296
133,5,2.8713006568321804
133,6,12.054559803247644
133,12,7.303669484847022
133,19,13.257487549475172
133,24,-4.336252998203478
133,25,1.4231839761733163
133,29,-6.4698355809378665
134,2,10.351817545038985
134,5,3.914272991588695
134,6,11.595938567920498
134,12,8.438072729999053
134,19,12.79926725297319
134,24,-2.5646379400586334
134,25,3.9299054946587333
134,29,-3.5960205632405398
135,2,9.381777672550493
135,5,3.1774192465965196
135,6,10.852461681437173
135,12,7.424310865065475
135,19,12.064366669920666
135,24,-2.7451555177546005
135,25,1.9041605418951644
135,29,-4.7922141479222855
136,2,8.949304249608922
136,5,2.7969136228471765
136,6,10.44512170888235
136,12,7.12647775723463
136,19,11.28414690662956
136,24,-2.8615830170509895
136,25,1.778231741143303
136,29,-4.573765814049147
137,2,8.532397040598699
137,5,2.6716299876816123
137,6,9.827834237210764
137,12,6.717460740989859
137,19,10.777649767567098
137,24,-2.8904203628940683
137,25,1.9072726666408037
137,29,-4.136379598456663
138,2,8.451078739176037
138,5,2.8557812572850354
138,6,9.366606976825192
138,12,7.311711554759558
138,19,9.994656533854743
138,24,-2.619082992192455
138,29,-2.9799086019230696
139,2,8.706934459836905
139,5,3.2807126735389742
139,6,9.137749844542968
139,12,7.14293868449565
139,19,10.040839026320272
139,24,-1.1873953762815037
139,25,2.3162152799755074
139,29,-3.2372727767531426
140,2,8.788886318243124
140,5,3.390704444305219
140,6,9.299170851423625
140,12,7.254780017347779
140,19,10.209388925467985
140,24,-1.3355961902817706
140,25,2.131146633917931
140,29,-3.3917173061801282
141,2,9.263198080976697
141,5,3.5661748705108742
141,6,9.252704701118603
141,12,7.991887412821616
141,19,9.982442642302658
141,24,-0.5534198628368161
141,25,2.433351219082498
141,29,-2.604701695210041
142,2,8.874575997296132
142,5,2.8634893044121883
142,6,8.83155480882519
142,12,7.768553633307503
142,19,9.10706795165403
142,24,-0.2911963099174413
142,25,2.7043365411765947
142,29,-1.9206150656292031
143,2,8.807794177249727
143,5,3.0609637333257202
143,6,8.413177549993323
143,12,7.79415152709989
143,19,8.484973558519766
143,24,0.2438934015019032
143,25,2.8954902703852845
143,29,-1.1818767816859364
144,2,9.714419426911805
144,5,3.4041839436205237
144,6,8.898390253283605
144,12,8.745753272754214
144,19,7.990251028706405
144,24,0.9027425430172595
144,25,6.102593979965809
144,29,0.7573626176462582
145,2,8.887698760939246
145,5,3.946785219301285
145,6,8.247713175002453
145,12,7.879961611465589
145,19,8.081767312118563
145,24,0.7418270853741844
145,25,4.620574250709901
145,29,-0.4466484128686936
146,2,7.138471479924115
146,5,4.414336858791441
146,6,6.34697699477236
146,12,6.406035782716238
146,19,6.89652979513929
146,24,2.2318216020401813
146,25,1.5021803561480382
146,29,-1.3421758241187796
147,2,6.758792189896004
147,5,4.108329951589332
147,6,6.293930929660375
147,12,6.029894938425737
147,19,6.936419250571532
147,24,1.9276785235126939
147,25,1.8710251829863012
147,29,-1.5440465102687746
148,2,7.417353821427787
148,5,4.399554743243866
148,6,6.463950255395228
148,12,6.624441290965576
148,19,6.583205996995257
148,24,2.270137510811117
148,25,2.0153009845839662
148,29,-0.6599334005264232
149,2,7.956508868254355
149,5,4.777300523148598
149,6,6.492928555499898
149,12,7.3793636981926936
149,19,5.678972166896324
149,24,2.835942862104762
149,25,4.382554901301378
149,29,0.7727575754072085
150,2,6.496152402314594
150,5,5.3430573226466445
150,6,4.931821452782931
150,12,5.999690649606317
150,19,5.1006176566111705
150,24,3.4782760541917948
150,25,1.1872317440095443
150,29,0.0016046556323807692
151,2,5.086365878303516
151,5,5.994624149647638
151,6,2.9608925062135003
151,12,5.3443839763390715
151,19,3.1722416775830236
151,24,4.4113893217929725
151,25,1.528897322782628
151,29,0.012825418999124594
152,2,6.51957147337259
152,5,6.246152318391457
152,6,3.444119205517813
152,12,6.618866936389132
152,19,2.7364727237341975
152,24,4.464142457507548
152,25,2.8467189203832817
152,29,1.3914155740348981
153,2,7.484342472632236
153,5,7.320026768794953
153,6,4.741310955595065
153,12,7.203813750275079
153,19,3.3670161422902436
153,24,5.37436071125026
153,25,3.8482676236660724
153,29,1.3844741776225051
154,2,6.385205243279042
154,5,8.28888619413758
154,6,4.130480952351582
154,12,5.915615468103036
154,19,4.493164672935487
154,24,5.156437155346758
154,25,0.13830613020156513
154,29,-0.8920606944387233
155,2,5.443204961594539
155,5,9.515398984826938
155,6,2.963322969577998
155,12,5.2027300384027875
155,19,4.45357392732909
155,24,5.642636230598804
155,25,-0.7655022941026637
155,29,-2.413331932239677
156,2,8.436061727829369
156,5,9.430351606439352
156,6,6.041658754890716
156,12,7.489882071593904
156,19,5.365694238013559
156,24,5.431307111695744
156,25,3.3178112569119893
156,29,0.13182501072220543
157,2,5.5232429261403215
157,5,9.563404187097182
157,6,3.5321730174735224
157,12,4.711485753954197
157,19,5.57128099692022
157,24,5.639740392282128
157,25,-1.7404545375129397
